interaction_id,interaction_date,country,region,business_unit,interaction_type,stakeholder_id,employee_id,declared_purpose,duration_minutes
I004675,2025-06-27,United States,Americas,Primary Care,1:1 Meeting,S00121,E00507,Congress meeting and follow-up,33.0
I004676,2025-01-21,Great Britain,EMEA,Oncology,Group Meeting,S01081,E00479,Advisory board discussion on unmet needs,
I004677,2025-04-03,JPN,APAC,Oncology,1:1 Meeting,S00077,E00345,Market access discussion,49.0
I004678,2024/09/25,Great Britain,EMEA,Primary Care,Advisory Board,S01558,E00258,Scientific exchange on clinical data,204.0
I004679,2024-12-11,IND,APAC,Oncology,Advisory Board,S01053,E00004,Training and best practice sharing,270.0
I004680,2024-12-30,UK,EMEA,Oncology,Group Meeting,S01322,E00963,Training and best practice sharing,54.0
I004681,2024-01-14,CAN,Americas,Specialty,Congress/Conference,S00069,E00916,Congress meeting and follow-up,186.0
I004682,2025-02-21,GB,EMEA,Specialty,Congress/Conference,S00532,E00576,Scientific exchange on clinical data,137.0
I004683,2024-08-29,IT,EMEA,Primary Care,1:1 Meeting,S00645,E00879,Market access discussion,24.0
I004684,2025-05-03,UK,EMEA,Vaccines,1:1 Meeting,S00389,E00886,Product information discussion (on-label),31.0
I004685,2025-01-15,Germany,EMEA,Oncology,Group Meeting,S01435,E00409,Market access discussion,
I004686,2024-02-11,U.S.,Americas,Primary Care,Group Meeting,S01067,E00278,Product information discussion (on-label),75.0
I004687,2025-06-16,JP,APAC,Primary Care,Speaker Program,S01585,E00187,Market access discussion,
I004688,2024-10-20,Canada,Americas,Respiratory,Congress/Conference,S01544,E00593,Advisory board discussion on unmet needs,157.0
I004689,2024-04-22,DEU,EMEA,Oncology,Speaker Program,S01368,E00330,Scientific exchange on clinical data,102.0
I004690,2024-10-28,FR,EMEA,Vaccines,1:1 Meeting,S01032,E00469,Training and best practice sharing,41.0
I004691,2025-05-30,India,APAC,Specialty,1:1 Meeting,S00688,E00342,Training and best practice sharing,28.0
I004692,2024-11-13,BRA,Americas,Oncology,Advisory Board,S01495,E00735,Speaker program educational session,97.0
I004693,2024-07-31,United States of America,Americas,Respiratory,Group Meeting,S00837,E00621,Scientific exchange on clinical data,51.0
I004694,2024-03-25,Japan,APAC,Specialty,Speaker Program,S01755,E00113,Speaker program educational session,30.0
I004695,2025-05-30,Germany,EMEA,Vaccines,Speaker Program,S01699,E00134,Scientific exchange on clinical data,80.0
I004696,2024-08-30,MEX,Americas,Primary Care,1:1 Meeting,S00520,E00462,Speaker program educational session,27.0
I004697,2024-05-16,FR,EMEA,Primary Care,1:1 Meeting,S00688,E00616,Market access discussion,40.0
I004698,2024-03-29,MEX,Americas,Primary Care,Advisory Board,S01607,E00562,Speaker program educational session,176.0
I004699,2024-08-15,GB,EMEA,Primary Care,Group Meeting,S01731,E00002,Scientific exchange on clinical data,76.0
I004700,2024-09-07,MX,Americas,Vaccines,1:1 Meeting,S01319,E00136,Business discussion,10.0
I004701,2024-02-10,BR,Americas,Specialty,Speaker Program,S01031,E00901,Advisory board discussion on unmet needs,122.0
I004702,2025-03-31,Japan,APAC,Oncology,1:1 Meeting,S00708,E00145,Scientific exchange on clinical data,34.0
I004703,2024-10-27,CAN,Americas,Oncology,1:1 Meeting,S00213,E00807,Speaker program educational session,31.0
I004704,2025-02-04,Brazil,Americas,Primary Care,Group Meeting,S01599,E00707,Advisory board discussion on unmet needs,18.0
I004705,2025-04-21,India,APAC,Vaccines,Speaker Program,S01721,E00782,Congress meeting and follow-up,109.0
I004706,2025-06-01,USA,Americas,Primary Care,Group Meeting,S01430,E00075,Scientific exchange on clinical data,69.0
I004707,2024-07-15,Great Britain,EMEA,Oncology,1:1 Meeting,S01733,E00762,Scientific exchange on clinical data,23.0
I004708,2024-06-16,US,Americas,Specialty,Group Meeting,S00353,E00059,,30.0
I004709,2024-01-08,CAN,Americas,Vaccines,Speaker Program,S00912,E00570,Training and best practice sharing,33.0
I004710,2024-02-18,Japan,APAC,Specialty,1:1 Meeting,S00561,E00346,Follow-up,35.0
I004711,2025-04-08,BRA,Americas,Oncology,1:1 Meeting,S00871,E00439,Training and best practice sharing,44.0
I004712,2024-03-06,DEU,EMEA,Specialty,Advisory Board,S00309,E00036,Speaker program educational session,106.0
I004713,2024-11-03,Great Britain,EMEA,Respiratory,Speaker Program,S01076,E00484,Scientific exchange on clinical data,55.0
I004714,2024-04-05,UK,EMEA,Vaccines,Group Meeting,S01445,E00168,Training and best practice sharing,75.0
I004715,2024-04-23,USA,Americas,Oncology,1:1 Meeting,S00684,E00791,Training and best practice sharing,22.0
I004716,2025-06-23,India,APAC,Respiratory,1:1 Meeting,S01284,E00740,Advisory board discussion on unmet needs,15.0
I004717,2024-01-02,Brazil,Americas,Primary Care,Group Meeting,S01212,E00731,Advisory board discussion on unmet needs,86.0
I004718,2025-05-20,CA,Americas,Vaccines,1:1 Meeting,S01404,E00630,Advisory board discussion on unmet needs,38.0
I004719,2024-06-24,CAN,Americas,Vaccines,Group Meeting,S01478,E00720,Training and best practice sharing,84.0
I004720,2025-05-28,Mexico,Americas,Specialty,1:1 Meeting,S00456,E00644,Congress meeting and follow-up,29.0
I004721,2024-12-26,France,EMEA,Oncology,Speaker Program,S01228,E00454,Speaker program educational session,65.0
I004722,2025-06-10,Germany,EMEA,Oncology,1:1 Meeting,S00318,E00433,Scientific exchange on clinical data,53.0
I004723,2024-10-05,Italy,EMEA,Primary Care,1:1 Meeting,S00806,E00915,Market access discussion,30.0
I004724,2025-02-24,IND,APAC,Oncology,Group Meeting,S00430,E00474,Advisory board discussion on unmet needs,66.0
I004725,2024-10-31,BRA,Americas,Specialty,1:1 Meeting,S01527,E00181,Scientific exchange on clinical data,24.0
I004726,2024-01-17,IND,APAC,Oncology,Group Meeting,S01608,E00109,Advisory board discussion on unmet needs,94.0
I004727,2025-03-18,MEX,Americas,Respiratory,1:1 Meeting,S01248,E00581,Scientific exchange on clinical data,40.0
I004728,2025-03-25,Great Britain,EMEA,Oncology,1:1 Meeting,S00250,E00182,Speaker program educational session,43.0
I004729,2024-12-16,BR,Americas,Specialty,Speaker Program,S01621,E00534,Catch-up,54.0
I004730,2024-06-09,BR,Americas,Oncology,1:1 Meeting,S00803,E00631,Market access discussion,22.0
I004731,2024-05-19,US,Americas,Specialty,Speaker Program,S00539,E00114,Product information discussion (on-label),
I004732,2024-10-21,Brazil,Americas,Oncology,Speaker Program,S00861,E00969,Advisory board discussion on unmet needs,178.0
I004733,2025-02-28,IT,EMEA,Oncology,Congress/Conference,S00820,E00381,Congress meeting and follow-up,69.0
I004734,2024-09-06,IND,APAC,Specialty,1:1 Meeting,S01767,E00232,Speaker program educational session,44.0
I004735,2025-05-19,Japan,APAC,Specialty,1:1 Meeting,S00726,E00860,Speaker program educational session,40.0
I004736,2024-02-07,DEU,EMEA,Primary Care,Group Meeting,S01530,E00814,Scientific exchange on clinical data,75.0
I004737,2024-10-26,USA,Americas,Primary Care,1:1 Meeting,S01314,E00268,Congress meeting and follow-up,34.0
I004738,2024-10-08,USA,Americas,Primary Care,Group Meeting,S00115,E00173,Market access discussion,57.0
I004739,2024-06-12,JP,APAC,Respiratory,1:1 Meeting,S01435,E00187,Product information discussion (on-label),29.0
I004740,2024-09-01,UK,EMEA,Respiratory,1:1 Meeting,S00194,E00847,Speaker program educational session,38.0
I004741,2024-09-07,CA,Americas,Vaccines,Group Meeting,S00142,E00324,Market access discussion,71.0
I004742,2024-02-28,DE,EMEA,Specialty,1:1 Meeting,S01436,E00289,Product information discussion (on-label),25.0
I004743,2025-05-12,Japan,APAC,Oncology,1:1 Meeting,S01775,E00067,Scientific exchange on clinical data,23.0
I004744,2024-08-05,MEX,Americas,Oncology,1:1 Meeting,S00118,E00379,Business discussion,41.0
I004745,2025-06-10,United States,Americas,Respiratory,1:1 Meeting,S00197,E00887,Meeting,36.0
I004746,2025-04-13,U.S.,Americas,Respiratory,1:1 Meeting,S01460,E00717,Discussed topics,49.0
I004747,2024-04-19,IN,APAC,Respiratory,1:1 Meeting,S01721,E00382,Speaker program educational session,28.0
I004748,2025-02-17,MEX,Americas,Respiratory,1:1 Meeting,S00401,E00823,Market access discussion,33.0
I004749,2024-03-13,ITA,EMEA,Respiratory,1:1 Meeting,S01691,E00311,Market access discussion,45.0
I004750,,JPN,APAC,Oncology,Advisory Board,S01771,E00068,Product information discussion (on-label),136.0
I004751,2025-05-19,U.S.,Americas,Oncology,Speaker Program,S01329,E00022,Product information discussion (on-label),65.0
I004752,2024-12-06,DE,EMEA,Vaccines,1:1 Meeting,S01294,E00796,Training and best practice sharing,37.0
I004753,2024-11-29,BR,Americas,Oncology,1:1 Meeting,S00837,E00303,Market access discussion,44.0
I004754,2024-02-13,Canada,Americas,Primary Care,Speaker Program,S00886,E00111,Market access discussion,83.0
I004755,2024-02-01,United States,Americas,Oncology,1:1 Meeting,S00447,E00842,Business discussion,55.0
I004756,2024-01-18,UK,EMEA,Specialty,1:1 Meeting,S00851,E00636,Training and best practice sharing,28.0
I004757,2024-04-12,DEU,EMEA,Specialty,1:1 Meeting,S00426,E00999,Speaker program educational session,34.0
I004758,2024-08-19,BR,Americas,Vaccines,Group Meeting,S00095,E00046,Product information discussion (on-label),98.0
I004759,2025-02-27,Canada,Americas,Respiratory,Speaker Program,S00618,E00742,Training and best practice sharing,
I004760,2024-08-26,Canada,Americas,Respiratory,Group Meeting,S00524,E00703,Scientific exchange on clinical data,61.0
I004761,2024-11-29,FR,EMEA,Vaccines,1:1 Meeting,S01424,E00695,Scientific exchange on clinical data,18.0
I004762,2024-08-13,Italy,EMEA,Respiratory,Group Meeting,S01094,E00884,Training and best practice sharing,32.0
I004763,2024-09-16,USA,Americas,Oncology,Group Meeting,S00710,E00739,Scientific exchange on clinical data,53.0
I004764,2024-06-22,IN,APAC,Vaccines,1:1 Meeting,S00006,E00216,Market access discussion,
I004765,2024-07-23,United Kingdom,EMEA,Specialty,Speaker Program,S01024,E00029,Market access discussion,92.0
I004766,2024-04-26,JPN,APAC,Respiratory,1:1 Meeting,S00255,E00083,Catch-up,4.0
I004767,2024-06-04,DE,EMEA,Oncology,Group Meeting,S01237,E00624,Product information discussion (on-label),45.0
I004768,2024-03-07,MEX,Americas,Vaccines,Group Meeting,S00865,E00818,Training and best practice sharing,97.0
I004769,2024-08-25,Italy,EMEA,Vaccines,1:1 Meeting,S00286,E00103,Discussed topics,21.0
I004770,2024-06-24,MEX,Americas,Primary Care,1:1 Meeting,S00398,E00915,Training and best practice sharing,32.0
I004771,2025-04-22,U.S.,Americas,Oncology,1:1 Meeting,S01517,E00480,Speaker program educational session,50.0
I004772,2024-07-10,UK,EMEA,Oncology,1:1 Meeting,S00790,E00092,Advisory board discussion on unmet needs,33.0
I004773,2024-11-24,India,APAC,Vaccines,Speaker Program,S01384,E00975,Follow-up,83.0
I004774,2024-03-03,ITA,EMEA,Respiratory,1:1 Meeting,S01140,E00471,Speaker program educational session,32.0
I004775,2024-10-23,U.S.,Americas,Specialty,Group Meeting,S01097,E00220,Congress meeting and follow-up,
I004776,2024-06-25,United Kingdom,EMEA,Respiratory,Group Meeting,S01231,E00965,Discussed topics,50.0
I004777,2024-07-22,Japan,APAC,Specialty,1:1 Meeting,S00228,E00081,Product information discussion (on-label),36.0
I004778,2024-05-07,DEU,EMEA,Specialty,1:1 Meeting,S00687,E00746,Scientific exchange on clinical data,35.0
I004779,2024-07-13,MX,Americas,Respiratory,Congress/Conference,S01287,E00729,Speaker program educational session,148.0
I004780,2024-11-19,U.S.,Americas,Oncology,1:1 Meeting,S00176,E00873,Congress meeting and follow-up,17.0
I004781,2024-06-08,India,APAC,Primary Care,Group Meeting,S00792,E00068,Speaker program educational session,89.0
I004782,2024-04-27,FRA,EMEA,Specialty,Group Meeting,S01629,E00118,Training and best practice sharing,65.0
I004783,2025-02-26,USA,Americas,Respiratory,1:1 Meeting,S01132,E00424,Catch-up,28.0
I004784,2025-06-14,FRA,EMEA,Respiratory,Group Meeting,S00906,E00883,Meeting,114.0
I004785,2024-03-31,DEU,EMEA,Primary Care,1:1 Meeting,S00767,E00595,Product information discussion (on-label),38.0
I004786,2024-08-04,Mexico,Americas,Respiratory,Speaker Program,S00537,E00726,Training and best practice sharing,118.0
I004787,2024-04-07,IND,APAC,Specialty,Group Meeting,S01331,E00234,Catch-up,63.0
I004788,2025-02-26,Brazil,Americas,Oncology,Speaker Program,S00297,E00749,Scientific exchange on clinical data,103.0
I004789,2024-04-09,MEX,Americas,Specialty,Speaker Program,S01608,E00988,Training and best practice sharing,84.0
I004790,2024-11-13,Japan,APAC,Primary Care,Group Meeting,S01602,E00338,Discussed topics,51.0
I004791,2025-06-20,United States,Americas,Specialty,Speaker Program,S01205,E00474,Product information discussion (on-label),37.0
I004792,2024-02-11,DEU,EMEA,Vaccines,1:1 Meeting,S01748,E00238,,14.0
I004793,2025-01-23,CA,Americas,Oncology,1:1 Meeting,S00577,E00162,Product information discussion (on-label),26.0
I004794,2024-10-03,USA,Americas,Specialty,Group Meeting,S01574,E00602,Speaker program educational session,80.0
I004795,2024-08-01,US,Americas,Oncology,1:1 Meeting,S00535,E00257,Congress meeting and follow-up,32.0
I004796,2024-06-28,Canada,Americas,Specialty,Advisory Board,S00524,E00043,Training and best practice sharing,216.0
I004797,2024-02-17,US,Americas,Respiratory,1:1 Meeting,S01298,E00836,Product information discussion (on-label),
I004798,2025-03-26,DEU,EMEA,Primary Care,1:1 Meeting,S01293,E00805,Product information discussion (on-label),31.0
I004799,2024-02-25,IND,APAC,Specialty,Group Meeting,S00694,E00257,Congress meeting and follow-up,67.0
I004800,2024-03-19,United States,Americas,Oncology,Group Meeting,S01100,E00231,,46.0
I004801,2024-10-09,Japan,APAC,Specialty,Speaker Program,S01245,E00533,Product information discussion (on-label),50.0
I004802,2024-06-04,United States,Americas,Respiratory,1:1 Meeting,S01652,E00993,Product information discussion (on-label),25.0
I004803,2025-04-12,India,APAC,Vaccines,1:1 Meeting,S01295,E00278,Training and best practice sharing,46.0
I004804,2024-04-26,DE,EMEA,Vaccines,1:1 Meeting,S00872,E00067,Speaker program educational session,
I004805,2024-12-29,US,Americas,Primary Care,Speaker Program,S01758,E00419,Product information discussion (on-label),44.0
I004806,2025-04-10,UK,EMEA,Oncology,Group Meeting,S01409,E00594,Market access discussion,19.0
I004807,2024-07-02,USA,Americas,Primary Care,Congress/Conference,S00675,E00683,Scientific exchange on clinical data,184.0
I004808,2025-05-17,United States,Americas,Oncology,Group Meeting,S00764,E00930,Advisory board discussion on unmet needs,44.0
I004809,2024-12-08,IT,EMEA,Oncology,1:1 Meeting,S01623,E00200,Advisory board discussion on unmet needs,40.0
I004810,2024-05-09,DEU,EMEA,Respiratory,Congress/Conference,S01754,E00124,Scientific exchange on clinical data,192.0
I004811,2024-12-23,India,APAC,Primary Care,1:1 Meeting,S00728,E00369,,20.0
I004812,2025-05-09,CAN,Americas,Oncology,1:1 Meeting,S01225,E00412,Scientific exchange on clinical data,34.0
I004813,2025-04-26,CAN,Americas,Respiratory,Group Meeting,S00307,E00349,Training and best practice sharing,35.0
I004814,2024-10-23,USA,Americas,Vaccines,1:1 Meeting,S01712,E00554,Advisory board discussion on unmet needs,11.0
I004815,2025-04-19,United States,Americas,Vaccines,Group Meeting,S00877,E00643,Congress meeting and follow-up,43.0
I004816,2024-11-13,IT,EMEA,Vaccines,Speaker Program,S01683,E00440,Training and best practice sharing,66.0
I004817,2024-07-11,IN,APAC,Vaccines,1:1 Meeting,S01214,E00341,Scientific exchange on clinical data,5.0
I004818,2025-04-27,US,Americas,Oncology,Group Meeting,S00495,E00363,Congress meeting and follow-up,36.0
I004819,2024-05-11,United States,Americas,Specialty,Advisory Board,S01079,E00321,Advisory board discussion on unmet needs,147.0
I004820,2024-10-20,Canada,Americas,Specialty,Advisory Board,S00301,E00893,Advisory board discussion on unmet needs,169.0
I004821,2025-01-26,United States of America,Americas,Respiratory,Speaker Program,S01095,E00588,Follow-up,58.0
I004822,2025-02-20,USA,Americas,Respiratory,Speaker Program,S00942,E00889,Advisory board discussion on unmet needs,0.0
I004823,2024-05-22,US,Americas,Primary Care,1:1 Meeting,S01518,E00935,Market access discussion,32.0
I004824,2025-01-16,JP,APAC,Oncology,Group Meeting,S01697,E00281,Advisory board discussion on unmet needs,80.0
I004825,2025-03-25,Germany,EMEA,Specialty,Congress/Conference,S00086,E00229,Training and best practice sharing,149.0
I004826,2024-07-02,Germany,EMEA,Specialty,1:1 Meeting,S01526,E00661,Training and best practice sharing,26.0
I004827,2024-02-14,MX,Americas,Vaccines,Group Meeting,S00223,E00092,Congress meeting and follow-up,31.0
I004828,2025-02-26,IND,APAC,Primary Care,Speaker Program,S00792,E00357,Business discussion,68.0
I004829,2024-08-20,DE,EMEA,Oncology,Advisory Board,S00934,E00721,Speaker program educational session,242.0
I004830,2024-02-09,IT,EMEA,Specialty,Speaker Program,S01395,E00549,Scientific exchange on clinical data,97.0
I004831,2024-11-27,France,EMEA,Respiratory,Speaker Program,S00187,E00662,Speaker program educational session,129.0
I004832,2025-05-23,MEX,Americas,Primary Care,1:1 Meeting,S00609,E00059,Speaker program educational session,43.0
I004833,2025-03-22,DE,EMEA,Respiratory,1:1 Meeting,S01373,E00279,Congress meeting and follow-up,19.0
I004834,2024-05-12,France,EMEA,Oncology,Group Meeting,S01563,E00069,Market access discussion,
I004835,2024-05-18,India,APAC,Primary Care,Speaker Program,S00184,E00366,,0.0
I004836,2024-01-15,India,APAC,Oncology,Speaker Program,S00380,E00044,Follow-up,139.0
I004837,2024-07-30,India,APAC,Respiratory,1:1 Meeting,S00949,E00467,Advisory board discussion on unmet needs,42.0
